lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania,nombre_normalizado,telefono_normalizado,email_normalizado,ciudad_normalizada,canal_normalizado,estado_normalizado,fecha_registro_normalizada,fecha_primer_contacto_normalizada,modelo_texto_normalizado,source_row_number,motorcycle_sku,model_match_confidence,model_match_method,customer_key,customer_id,is_duplicate,duplicate_group_id,duplicate_confidence,duplicate_reason,precio_lista,initial_payment,payment_method,intent,main_objection,requested_appointment,requested_quote
LD-00324,2026-08-18 14:27:00,Meta Ads,EMP-01,PV-002,Mónica Restrepo Herrera,313-485-9199,monica.restrepo36@yahoo.es,Itagüí,Bajaj Pulsar,Sin gestión,,Remate Modelos 2025,monica restrepo herrera,573134859199,monica.restrepo36@yahoo.es,itagui,meta ads,sin gestion,2026-08-18 14:27:00,,bajaj pulsar,324,,66.66666666666666,unmatched,phone:573134859199,cc9cc87a-28b3-5c5a-b1a4-f835690fd29f,False,,1.0,,,,,,,False,False
LD-00325,2026-09-05 01:01:00,Formulario Web,EMP-01,PV-004,CARLOS MARIO VARGAS GIRALDO,(320) 031-9066,carlos.vargas95@hotmail.com,Rionegro,suzuki gixxer 150,Descartado,2026-09-05T07:01:00,Remate Modelos 2025,carlos mario vargas giraldo,573200319066,carlos.vargas95@hotmail.com,rionegro,formulario web,descartado,2026-09-05 01:01:00,2026-09-05 07:01:00,suzuki gixxer 150,325,SKU-014,100.0,fuzzy,phone:573200319066,30709ff6-bd99-590b-85dd-a7d4b1e382e1,False,,1.0,,11990000.0,,,,,False,False
LD-00326,30-08-2026,WhatsApp,EMP-02,PV-009,KATHERINE ARIAS CARDONA,3133360466,,SANTA MARTA,NKD 125,Contactado,30-08-2026,Retoma tu moto,katherine arias cardona,573133360466,,santa marta,whatsapp,contactado,2026-08-30 00:00:00,2026-08-30 00:00:00,nkd 125,326,SKU-017,100.0,exact,phone:573133360466,ff271c25-ed55-5fe9-8ffa-cb832c12daff,False,,1.0,,5290000.0,,,,,False,False
LD-00327,15-08-2026,WhatsApp,EMP-02,PV-010,Cristian Torres Franco,3018646069,,MONTERIA,Honda Navi,En proceso,18/08/2026 00:45,Remate Modelos 2025,cristian torres franco,573018646069,,monteria,whatsapp,en proceso,2026-08-15 00:00:00,2026-08-18 00:45:00,honda navi,327,SKU-004,100.0,fuzzy,phone:573018646069,f42690b5-cb6d-5056-aac9-9e0b949e7a20,False,,1.0,,7290000.0,,credito,media,soat,False,False
LD-00328,09-08-2026,WhatsApp,EMP-02,PV-007,MARÍA FERNANDA VALENCIA SALAZAR, 3161530381 ,maria.valencia12@hotmail.com,SOLEDAD,Suzuki Best 125,Cotización enviada,2026-08-13T20:53:00,,maria fernanda valencia salazar,573161530381,maria.valencia12@hotmail.com,soledad,whatsapp,cotizacion enviada,2026-08-09 00:00:00,2026-08-13 20:53:00,suzuki best 125,328,SKU-016,100.0,fuzzy,phone:573161530381,403ceb3c-fb31-56c4-a845-49984dcd6100,True,403ceb3c-fb31-56c4-a845-49984dcd6100,1.0,same_phone_or_email,6590000.0,13990000.0,credito,media,soat,True,False
LD-00329,08/30/2026 05:09,WhatsApp,EMP-02,PV-008,ERIKA HERRERA BETANCUR,(304) 702-5913,,Cartagena,Bajaj Boxer CT 100,En proceso,2026-08-30 06:09:00,Feria de Motos 2026,erika herrera betancur,573047025913,,cartagena,whatsapp,en proceso,2026-08-30 05:09:00,2026-08-30 06:09:00,bajaj boxer ct 100,329,SKU-007,100.0,fuzzy,phone:573047025913,51a1a6bc-4d87-5450-9835-7661c7fdc212,False,,1.0,,5790000.0,,,,,False,False
LD-00330,31/08/2026 21:27,Meta Ads,EMP-02,PV-009,Claudia Patricia Quintero Escobar,322 780 1936,claudia.quintero43@yahoo.es,SANTA MARTA,Honda,En proceso,02-09-2026,Agosto Cero Cuotas,claudia patricia quintero escobar,573227801936,claudia.quintero43@yahoo.es,santa marta,meta ads,en proceso,2026-08-31 21:27:00,2026-09-02 00:00:00,honda,330,,44.44444444444444,unmatched,phone:573227801936,63dfda77-5c3b-5f46-b8cc-46247861bf4a,True,63dfda77-5c3b-5f46-b8cc-46247861bf4a,1.0,same_phone_or_email,,11490000.0,credito,media,soat,False,False
LD-00331,21-08-2026,WhatsApp,EMP-02,PV-007,LILIANA CORREA JIMÉNEZ,3114997487,liliana.correa99@gmail.com,,Honda CB 190R,Sin gestión,,,liliana correa jimenez,573114997487,liliana.correa99@gmail.com,,whatsapp,sin gestion,2026-08-21 00:00:00,,honda cb 190r,331,SKU-003,100.0,fuzzy,phone:573114997487,874d73a7-70ab-5b5c-94f6-6c6ccc92eef0,False,,1.0,,13990000.0,,,,,False,False
LD-00332,2026-08-08 19:54:00,Meta Ads,EMP-01,PV-005,Paula Andrea Bedoya Torres,(300) 814-0096,paula.bedoya16@hotmail.com,MEDELLIN,Bajaj  Boxer CT 100,Contactado,08/08/2026 20:54,Prima Extra,paula andrea bedoya torres,573008140096,paula.bedoya16@hotmail.com,medellin,meta ads,contactado,2026-08-08 19:54:00,2026-08-08 20:54:00,bajaj boxer ct 100,332,SKU-007,100.0,fuzzy,phone:573008140096,768b4cdd-8919-5dc7-b3e7-2ba34803baee,False,,1.0,,5790000.0,9890000.0,credito,baja,precio,False,True
LD-00333,03-08-2026,WhatsApp,EMP-03,PV-012,  Luisa Betancur Bedoya  ,+57 310 8016216,luisa.betancur80@yahoo.es,bogotá,Honda Navi,Descartado,03/08/2026 21:51,Agosto Cero Cuotas,luisa betancur bedoya,573108016216,luisa.betancur80@yahoo.es,bogota,whatsapp,descartado,2026-08-03 00:00:00,2026-08-03 21:51:00,honda navi,333,SKU-004,100.0,fuzzy,phone:573108016216,0785d5b1-aea8-51bd-b626-7d94e0c48194,True,0785d5b1-aea8-51bd-b626-7d94e0c48194,1.0,same_phone_or_email,7290000.0,,credito,media,soat,True,False
LD-00334,08/24/2026 18:10,Meta Ads,EMP-01,PV-001,Duván Muñoz Zapata,314 777 6276,duvan.munoz87@outlook.com,MEDELLIN,Suzuki  GN 125,Cotización enviada,08/25/2026 18:10,Prima Extra,duvan munoz zapata,573147776276,duvan.munoz87@outlook.com,medellin,meta ads,cotizacion enviada,2026-08-24 18:10:00,2026-08-25 18:10:00,suzuki gn 125,334,SKU-013,100.0,fuzzy,phone:573147776276,4d67c7fb-fb01-5d98-985e-87631577d53d,False,,1.0,,7490000.0,9890000.0,credito,,cuota,False,True
LD-00335,2026-08-15T10:13:00,WhatsApp,EMP-02,PV-008,Carlos Mario Vargas Osorio,573024576013,carlos.vargas35@hotmail.com,,Suzuki V-Strom 250,En proceso,08/16/2026 16:13,Feria de Motos 2026,carlos mario vargas osorio,573024576013,carlos.vargas35@hotmail.com,,whatsapp,en proceso,2026-08-15 10:13:00,2026-08-16 16:13:00,suzuki v-strom 250,335,SKU-015,100.0,fuzzy,phone:573024576013,b592ea09-4aae-5829-bf16-90643e60b6fa,False,,1.0,,21900000.0,,,,,False,False
LD-00336,10-08-2026,Meta Ads,EMP-03,PV-013,Édinson Cardona Ospina,3510976361,edinson.cardona34@yahoo.es,Bogotá,Boxer CT 100,Contactado,08/10/2026 21:44,Prima Extra,edinson cardona ospina,573510976361,edinson.cardona34@yahoo.es,bogota,meta ads,contactado,2026-08-10 00:00:00,2026-10-08 21:44:00,boxer ct 100,336,SKU-007,100.0,exact,phone:573510976361,3f2005b6-f06d-5345-9d18-3c843b770ca4,True,3f2005b6-f06d-5345-9d18-3c843b770ca4,1.0,same_phone_or_email,5790000.0,,credito,,soat,False,False
LD-00337,2026-08-06 22:05:00,Meta Ads,EMP-01,PV-001,Sandra Milena Zapata Agudelo,316-953-1666,sandra.zapata56@outlook.com,MEDELLIN,Honda Navi,Sin gestión,,Retoma tu moto,sandra milena zapata agudelo,573169531666,sandra.zapata56@outlook.com,medellin,meta ads,sin gestion,2026-08-06 22:05:00,,honda navi,337,SKU-004,100.0,fuzzy,phone:573169531666,5bfd661d-3fca-5729-8396-d6ddbe59c656,False,,1.0,,7290000.0,,,,,False,False
LD-00338,30-08-2026,WhatsApp,EMP-02,PV-008,Diana Carolina Betancur Arias,573115128422,,Cartagena de Indias,akt dynamic r3 125,En proceso,2026-08-30 22:13:00,Remate Modelos 2025,diana carolina betancur arias,573115128422,,cartagena de indias,whatsapp,en proceso,2026-08-30 00:00:00,2026-08-30 22:13:00,akt dynamic r3 125,338,SKU-018,100.0,fuzzy,phone:573115128422,a840817f-b836-5f21-869f-e58e449e632b,False,,1.0,,5590000.0,,,,,False,False
LD-00339,25/08/2026 09:46,WhatsApp,EMP-03,PV-015,Leidy Johana Betancur Ospina,573055249210,,Soacha,AKT Evo RS 150 2026,Contactado,25-08-2026,Feria de Motos 2026,leidy johana betancur ospina,573055249210,,soacha,whatsapp,contactado,2026-08-25 09:46:00,2026-08-25 00:00:00,akt evo rs 150 2026,339,SKU-020,100.0,fuzzy,phone:573055249210,8a8c0748-fa82-5ac6-ad7a-8468a7b0340c,False,,1.0,,7190000.0,,,,,False,False
LD-00340,08/22/2026 05:01,Formulario Web,EMP-03,PV-014,  Leidy Johana Restrepo Mosquera  , 3233602107 ,leidy.restrepo16@yahoo.es,Bogotá D.C.,Honda,Contactado,,Prima Extra,leidy johana restrepo mosquera,573233602107,leidy.restrepo16@yahoo.es,bogota,formulario web,contactado,2026-08-22 05:01:00,,honda,340,,44.44444444444444,unmatched,phone:573233602107,b727a2f1-c4d1-5008-bde8-33949905a671,False,,1.0,,,,,,,False,False
LD-00341,2026-08-01 12:24:00,Meta Ads,EMP-01,PV-001,Luz Marina Ramírez Torres,+57 320 2025515,luz.ramirez46@gmail.com,Medellin,bajaj dominar 400,No contesta,04/08/2026 12:24,Agosto Cero Cuotas,luz marina ramirez torres,573202025515,luz.ramirez46@gmail.com,medellin,meta ads,no contesta,2026-08-01 12:24:00,2026-08-04 12:24:00,bajaj dominar 400,341,SKU-011,100.0,fuzzy,phone:573202025515,162d133e-f77e-5b6c-ba0a-577d14f0d939,False,,1.0,,24900000.0,,,,,False,False
LD-00342,2026-08-07 14:01:00,Formulario Web,EMP-01,PV-003,Juan Carlos Valencia Agudelo,3118247301,juan.valencia97@gmail.com,bello,Hero Dash 110,sin gestion,,Feria de Motos 2026,juan carlos valencia agudelo,573118247301,juan.valencia97@gmail.com,bello,formulario web,sin gestion,2026-08-07 14:01:00,,hero dash 110,342,SKU-024,100.0,fuzzy,phone:573118247301,cbb84e7e-d3e2-5c24-8c94-ea90657e2a51,False,,1.0,,6290000.0,,,,,False,False
LD-00343,2026-08-26 11:39:00,WhatsApp,EMP-01,PV-001,Brayan Mosquera Rodríguez,3001118516,,,Honda XR 150L,Sin gestión,,Agosto Cero Cuotas,brayan mosquera rodriguez,573001118516,,,whatsapp,sin gestion,2026-08-26 11:39:00,,honda xr 150l,343,SKU-002,100.0,fuzzy,phone:573001118516,a8c94b9d-ea17-5d11-b426-87bfcb457b33,False,,1.0,,11490000.0,,,,,False,False
LD-00344,26-08-2026,Formulario Web,EMP-01,PV-003,CRISTIAN RODRÍGUEZ BETANCUR,3113039843,,bello,AKT Evo,contactado,,,cristian rodriguez betancur,573113039843,,bello,formulario web,contactado,2026-08-26 00:00:00,,akt evo,344,,60.0,unmatched,phone:573113039843,18780cb1-4f7a-588d-8eaa-b632584b4ded,False,,1.0,,,,,,,False,False
LD-00345,2026-08-18 11:30:00,WhatsApp,EMP-01,PV-004,SEBASTIÁN BEDOYA VARGAS,+57 316 8835792,sebastian.bedoya29@yahoo.es,RIONEGRO,Honda XR,No contesta,2026-08-21T11:30:00,Retoma tu moto,sebastian bedoya vargas,573168835792,sebastian.bedoya29@yahoo.es,rionegro,whatsapp,no contesta,2026-08-18 11:30:00,2026-08-21 11:30:00,honda xr,345,,44.44444444444444,unmatched,phone:573168835792,261fbabd-7e3e-575a-b8b3-22e8ad1ffb02,False,,1.0,,,11490000.0,credito,media,cuota,False,True
LD-00346,2026-08-28 15:41:00,WhatsApp,EMP-02,PV-010,Yesenia Betancur Osorio,351 046 5213,yesenia.betancur20@hotmail.com,Montería,Evo RS 150,Contactado,28-08-2026,Prima Extra,yesenia betancur osorio,573510465213,yesenia.betancur20@hotmail.com,monteria,whatsapp,contactado,2026-08-28 15:41:00,2026-08-28 00:00:00,evo rs 150,346,SKU-020,100.0,exact,phone:573510465213,13f45f9e-1d34-5d5b-80df-1d87f9e32b3c,False,,1.0,,7190000.0,,,,,False,False
LD-00347,24/08/2026 21:27,WhatsApp,EMP-02,PV-007,Freddy Escobar Escobar,3160293423,freddy.escobar43@hotmail.com,SOLEDAD,honda cb 190r,no contesta,28-08-2026,Remate Modelos 2025,freddy escobar escobar,573160293423,freddy.escobar43@hotmail.com,soledad,whatsapp,no contesta,2026-08-24 21:27:00,2026-08-28 00:00:00,honda cb 190r,347,SKU-003,100.0,fuzzy,phone:573160293423,f9287f62-d606-561f-b5d8-7ae4202a72cd,False,,1.0,,13990000.0,,credito,media,precio,False,True
LD-00348,03/09/2026 21:31,WhatsApp,EMP-02,PV-006,BRAYAN HERRERA CASTAÑO,314 688 0812,brayan.herrera71@yahoo.es,BARRANQUILLA,Suzuki Best 125,Cotización enviada,09/07/2026 21:31,Agosto Cero Cuotas,brayan herrera castano,573146880812,brayan.herrera71@yahoo.es,barranquilla,whatsapp,cotizacion enviada,2026-09-03 21:31:00,2026-07-09 21:31:00,suzuki best 125,348,SKU-016,100.0,fuzzy,phone:573146880812,3e5439da-32a9-513d-847b-a95901eb66af,False,,1.0,,6590000.0,6990000.0,credito,,cuota,False,True
LD-00349,03-08-2026,WhatsApp,EMP-02,PV-009,Estefanía Agudelo Franco,3147616635,,Sta Marta,Bajaj Discover 125,En proceso,04-08-2026,Feria de Motos 2026,estefania agudelo franco,573147616635,,santa marta,whatsapp,en proceso,2026-08-03 00:00:00,2026-08-04 00:00:00,bajaj discover 125,349,SKU-012,100.0,fuzzy,phone:573147616635,b3aee423-3a7f-5428-84e2-da43b5d13dd5,False,,1.0,,6990000.0,,,,,False,False
LD-00350,2026-08-18T21:03:00,WhatsApp,EMP-01,PV-004,JUAN CARLOS MOSQUERA OSORIO,+57 315 5627598,,Rionegro,Honda XRE 300,Sin gestión,,Feria de Motos 2026,juan carlos mosquera osorio,573155627598,,rionegro,whatsapp,sin gestion,2026-08-18 21:03:00,,honda xre 300,350,SKU-006,100.0,fuzzy,phone:573155627598,188ac7e4-a956-5f61-b488-666bd6749f9d,False,,1.0,,22900000.0,,credito,,soat,False,False
LD-00351,01/09/2026 07:05,Formulario Web,EMP-02,PV-006,Édinson Londoño Ramírez,3226553269,edinson.londono67@yahoo.es,BARRANQUILLA,Heroo Hunk 160R,En proceso,09/02/2026 07:05,Remate Modelos 2025,edinson londono ramirez,573226553269,edinson.londono67@yahoo.es,barranquilla,formulario web,en proceso,2026-09-01 07:05:00,2026-02-09 07:05:00,heroo hunk 160r,351,SKU-022,100.0,fuzzy,phone:573226553269,9cc062a1-568e-52f3-b33d-375a1b527f97,False,,1.0,,10490000.0,,credito,,soat,False,False
LD-00352,13-08-2026,WhatsApp,EMP-02,PV-010,Nelson Londoño Betancur,+57 313 3090538,,Montería,Hunk 160R,Cotización enviada,2026-08-14 00:18:00,Retoma tu moto,nelson londono betancur,573133090538,,monteria,whatsapp,cotizacion enviada,2026-08-13 00:00:00,2026-08-14 00:18:00,hunk 160r,352,SKU-022,100.0,exact,phone:573133090538,528f3d31-538a-56ce-a1f2-21a6c923c472,False,,1.0,,10490000.0,,,,,False,False
LD-00353,2026-09-06 20:37:00,WhatsApp,EMP-01,PV-003,Julián Ospina Ospina,+57 318 2788064,julian.ospina30@gmail.com,bello,HONDA DIO 110,Descartado,09/10/2026 20:37,Remate Modelos 2025,julian ospina ospina,573182788064,julian.ospina30@gmail.com,bello,whatsapp,descartado,2026-09-06 20:37:00,2026-10-09 20:37:00,honda dio 110,353,SKU-005,100.0,fuzzy,phone:573182788064,a34381c6-1a06-5220-9a98-c5f897fd6688,True,a34381c6-1a06-5220-9a98-c5f897fd6688,1.0,same_phone_or_email,6890000.0,15490000.0,credito,,cuota,False,True
LD-00354,2026-08-20 19:15:00,WhatsApp,EMP-01,PV-005,Alexander Marín Agudelo,573013551763,,Medellin,Hero Eco Deluxe 100,contactado,2026-08-21T19:15:00,,alexander marin agudelo,573013551763,,medellin,whatsapp,contactado,2026-08-20 19:15:00,2026-08-21 19:15:00,hero eco deluxe 100,354,SKU-021,100.0,fuzzy,phone:573013551763,84387cbd-79db-5b11-a750-1e0b60950ec2,False,,1.0,,4990000.0,,credito,,soat,False,False
LD-00355,2026-09-07 14:22:00,WhatsApp,EMP-03,PV-015,Camilo Valencia Marín,3057039974,,SOACHA,AKT NKD 125,Contactado,2026-09-09T14:22:00,Prima Extra,camilo valencia marin,573057039974,,soacha,whatsapp,contactado,2026-09-07 14:22:00,2026-09-09 14:22:00,akt nkd 125,355,SKU-017,100.0,fuzzy,phone:573057039974,d9cb25a6-67dd-5516-8713-00367eefa730,False,,1.0,,5290000.0,,,,,False,False
LD-00356,13/08/2026 15:19,whatsapp,EMP-01,PV-002,Alexander Correa Marín,+57 320 8682604,alexander.correa66@yahoo.es,ITAGUI,Honda CB 125F Twister,En proceso,,Prima Extra,alexander correa marin,573208682604,alexander.correa66@yahoo.es,itagui,whatsapp,en proceso,2026-08-13 15:19:00,,honda cb 125f twister,356,SKU-001,100.0,fuzzy,phone:573208682604,14b80015-fbba-5e5a-9d2b-e71fd6437435,False,,1.0,,7990000.0,,credito,,soat,False,False
LD-00357,01/08/2026 20:05,WhatsApp,EMP-01,PV-001,Mónica Castaño Gómez, 3210703967 ,,medellin,XRE 300,Descartado,2026-08-02 08:05:00,Retoma tu moto,monica castano gomez,573210703967,,medellin,whatsapp,descartado,2026-08-01 20:05:00,2026-08-02 08:05:00,xre 300,357,SKU-006,100.0,exact,phone:573210703967,ad9d0d2e-449d-5210-afc2-f0d34f60390e,False,,1.0,,22900000.0,21900000.0,credito,media,soat,False,False
LD-00358,2026-08-02T11:55:00,WhatsApp,EMP-03,PV-013,  Camilo Agudelo Giraldo  ,3008002528,camilo.agudelo46@outlook.com,Bogota,Best 125,contactado,08/02/2026 23:55,,camilo agudelo giraldo,573008002528,camilo.agudelo46@outlook.com,bogota,whatsapp,contactado,2026-08-02 11:55:00,2026-02-08 23:55:00,best 125,358,SKU-016,100.0,exact,phone:573008002528,d3ad3ac7-9db5-5216-adeb-c200704a4b46,False,,1.0,,6590000.0,11290000.0,credito,,cuota,False,True
LD-00359,2026-09-09 15:39:00,WhatsApp,EMP-02,PV-010,Andrés Felipe Valencia Osorio,573005404385,andres.valencia80@hotmail.com,Montería,Hero Xpulse,Sin gestión,,Remate Modelos 2025,andres felipe valencia osorio,573005404385,andres.valencia80@hotmail.com,monteria,whatsapp,sin gestion,2026-09-09 15:39:00,,hero xpulse,359,,75.0,unmatched,phone:573005404385,0fc1a34b-bf18-5b1e-95b7-d724b99b6e6f,False,,1.0,,,,,,,False,False
LD-00360,11-08-2026,Formulario Web,EMP-03,PV-014,  Jorge Iván Valencia Escobar  ,351-058-7736,,Bogotá D.C.,Bajaj Discover 125,Sin gestión,,,jorge ivan valencia escobar,573510587736,,bogota,formulario web,sin gestion,2026-08-11 00:00:00,,bajaj discover 125,360,SKU-012,100.0,fuzzy,phone:573510587736,5c0a71cd-0d2f-595b-9d5b-569e1fcbbc95,False,,1.0,,6990000.0,,,,,False,False
LD-00361,2026-08-11 09:18:00,WhatsApp,EMP-02,PV-008,Jorge Iván Castaño Mosquera,322 284 3429,,CARTAGENA,Honda Dio 110,Contactado,11/08/2026 13:18,Prima Extra,jorge ivan castano mosquera,573222843429,,cartagena,whatsapp,contactado,2026-08-11 09:18:00,2026-08-11 13:18:00,honda dio 110,361,SKU-005,100.0,fuzzy,phone:573222843429,d9c0d1fb-f50c-5f48-b952-05be1d319ded,False,,1.0,,6890000.0,,,,,False,False
LD-00362,2026-09-06T15:45:00,whatsapp,EMP-01,PV-001,JORGE IVÁN RAMÍREZ ZAPATA,+57 320 3611733,jorge.ramirez37@hotmail.com,Medellín ,HERO HUNK 160R,Descartado,07-09-2026,Retoma tu moto,jorge ivan ramirez zapata,573203611733,jorge.ramirez37@hotmail.com,medellin,whatsapp,descartado,2026-09-06 15:45:00,2026-09-07 00:00:00,hero hunk 160r,362,SKU-022,100.0,fuzzy,phone:573203611733,cefcb1fa-28b2-57b4-852c-5793691cae82,False,,1.0,,10490000.0,,,,,False,False
LD-00363,08/06/2026 02:36,WhatsApp,EMP-01,PV-005,Kevin Franco Londoño,3015940904,,Medellín ,AKT Evo RS 150 2026,SIN GESTION,,,kevin franco londono,573015940904,,medellin,whatsapp,sin gestion,2026-06-08 02:36:00,,akt evo rs 150 2026,363,SKU-020,100.0,fuzzy,phone:573015940904,28de1f08-1441-5fb5-a2ff-500aa8105150,False,,1.0,,7190000.0,,,,,False,False
LD-00364,09-08-2026,WhatsApp,EMP-02,PV-006,Édinson Marín Pérez,3514600234,,B/quilla,Honda Navi,contactado,2026-08-11 19:12:00,Retoma tu moto,edinson marin perez,573514600234,,b/quilla,whatsapp,contactado,2026-08-09 00:00:00,2026-08-11 19:12:00,honda navi,364,SKU-004,100.0,fuzzy,phone:573514600234,13f133e2-3997-56b9-b03f-6666aaae7405,False,,1.0,,7290000.0,,,,,False,False
LD-00365,2026-08-19 21:03:00,WHATSAPP,EMP-02,PV-009,NELSON TORRES RESTREPO,3502322469,,Sta Marta,Honda Dio 110,Sin gestión,,,nelson torres restrepo,573502322469,,santa marta,whatsapp,sin gestion,2026-08-19 21:03:00,,honda dio 110,365,SKU-005,100.0,fuzzy,phone:573502322469,43a3b392-340c-5a1c-a1a3-37d9015dbc44,False,,1.0,,6890000.0,,,,,False,False
LD-00366,2026-08-12 23:23:00,WhatsApp,EMP-03,PV-011,  Adriana Gómez Zapata  ,318 853 8202,adriana.gomez82@gmail.com,Bogotá D.C.,honda cb 125f twister,Sin gestión,,Agosto Cero Cuotas,adriana gomez zapata,573188538202,adriana.gomez82@gmail.com,bogota,whatsapp,sin gestion,2026-08-12 23:23:00,,honda cb 125f twister,366,SKU-001,100.0,fuzzy,phone:573188538202,0c1275ee-6ae9-5ab9-a2cb-7e15f91517b8,False,,1.0,,7990000.0,,,,,False,False
LD-00367,01/09/2026 17:47,WhatsApp,EMP-02,PV-009,Julián Valencia Salazar,573173622948,julian.valencia3@hotmail.com,SANTA MARTA,honda xr 150l,No contesta,,Retoma tu moto,julian valencia salazar,573173622948,julian.valencia3@hotmail.com,santa marta,whatsapp,no contesta,2026-09-01 17:47:00,,honda xr 150l,367,SKU-002,100.0,fuzzy,phone:573173622948,b3e7eeb9-c8fa-54c1-8195-605cbdebf374,True,b3e7eeb9-c8fa-54c1-8195-605cbdebf374,1.0,same_phone_or_email,11490000.0,,,,,False,False
LD-00368,2026-09-01 05:43:00,WhatsApp,EMP-03,PV-011,  Héctor Osorio Arias  ,3168515000,hector.osorio7@yahoo.es,BOGOTA,Suzuki Best 125,Cotización enviada,,Feria de Motos 2026,hector osorio arias,573168515000,hector.osorio7@yahoo.es,bogota,whatsapp,cotizacion enviada,2026-09-01 05:43:00,,suzuki best 125,368,SKU-016,100.0,fuzzy,phone:573168515000,d779ba13-455f-57f7-a723-f18e125035e0,False,,1.0,,6590000.0,,,,,False,False
LD-00369,16/08/2026 19:16,WHATSAPP,EMP-01,PV-003,Brayan Rodríguez Londoño,301-862-4412,,BELLO,honda xre 300,En proceso,2026-08-17T07:16:00,Retoma tu moto,brayan rodriguez londono,573018624412,,bello,whatsapp,en proceso,2026-08-16 19:16:00,2026-08-17 07:16:00,honda xre 300,369,SKU-006,100.0,fuzzy,phone:573018624412,9d541ddb-45f8-5b97-82ca-51d81d932213,False,,1.0,,22900000.0,,,,,False,False
LD-00370,19/08/2026 21:34,Meta Ads,EMP-02,PV-010,Jorge Iván Franco Betancur,573208431065,,Montería,AKT TTR 200,No contesta,2026-08-21T03:34:00,,jorge ivan franco betancur,573208431065,,monteria,meta ads,no contesta,2026-08-19 21:34:00,2026-08-21 03:34:00,akt ttr 200,370,SKU-019,100.0,fuzzy,phone:573208431065,93070cd1-fd39-54ee-8e15-24a8e631d98a,False,,1.0,,9890000.0,,credito,,soat,False,False
LD-00371,2026-08-19 22:40:00,WhatsApp,EMP-02,PV-007,  Sebastián Arias Rodríguez  ,+57 321 2179162,,SOLEDAD,Suzuki Gixxer 150,Descartado,20-08-2026,,sebastian arias rodriguez,573212179162,,soledad,whatsapp,descartado,2026-08-19 22:40:00,2026-08-20 00:00:00,suzuki gixxer 150,371,SKU-014,100.0,fuzzy,phone:573212179162,9cb23505-380c-5d07-81c1-22a6164af0f3,False,,1.0,,11990000.0,14990000.0,credito,,soat,False,False
LD-00372,05/09/2026 10:32,Meta Ads,EMP-03,PV-011,Diana Carolina Herrera Zapata,3210029464,diana.herrera80@outlook.com,Bogotá D.C.,Bajaj Boxer CT 100 2026,No contesta,05/09/2026 11:32,,diana carolina herrera zapata,573210029464,diana.herrera80@outlook.com,bogota,meta ads,no contesta,2026-09-05 10:32:00,2026-09-05 11:32:00,bajaj boxer ct 100 2026,372,SKU-007,100.0,fuzzy,phone:573210029464,23c4a2b3-e7eb-5f16-82b3-ceaae10efb0c,True,23c4a2b3-e7eb-5f16-82b3-ceaae10efb0c,1.0,same_phone_or_email,5790000.0,,,,,False,False
LD-00373,05/08/2026 12:13,Meta Ads,EMP-01,PV-003,Sandra Milena Ramírez Cardona,3168631999,,BELLO,akt ttr 200,No contesta,2026-08-09T12:13:00,,sandra milena ramirez cardona,573168631999,,bello,meta ads,no contesta,2026-08-05 12:13:00,2026-08-09 12:13:00,akt ttr 200,373,SKU-019,100.0,fuzzy,phone:573168631999,144171db-14c5-5b0f-a178-784482829571,False,,1.0,,9890000.0,,,,,False,False
LD-00374,2026-09-09T20:29:00,WhatsApp,EMP-02,PV-006,Freddy Quintero Rodríguez,+57 314 5835991,freddy.quintero46@hotmail.com,B/quilla,Bajaj,No contesta,09/10/2026 14:29,,freddy quintero rodriguez,573145835991,freddy.quintero46@hotmail.com,b/quilla,whatsapp,no contesta,2026-09-09 20:29:00,2026-10-09 14:29:00,bajaj,374,,22.22222222222223,unmatched,phone:573145835991,a391c3b9-d697-5ab1-8356-fda0945aa86d,False,,1.0,,,,,,,False,False
LD-00375,04-09-2026,FORMULARIO WEB,EMP-02,PV-010,Édinson Jiménez Bedoya, 3138743714 ,,Montería,hero eco deluxe 100,no contesta,2026-09-06T10:31:00,Feria de Motos 2026,edinson jimenez bedoya,573138743714,,monteria,formulario web,no contesta,2026-09-04 00:00:00,2026-09-06 10:31:00,hero eco deluxe 100,375,SKU-021,100.0,fuzzy,phone:573138743714,774ddc30-b41e-5040-85f0-43ad1ff120bb,False,,1.0,,4990000.0,,,,,False,False
LD-00376,2026-08-14 06:04:00,Meta Ads,EMP-02,PV-007,Paula Andrea Restrepo Franco,+57 318 5416043,,Soledad,AKT DYNAMIC R3 125,No contesta,14-08-2026,Prima Extra,paula andrea restrepo franco,573185416043,,soledad,meta ads,no contesta,2026-08-14 06:04:00,2026-08-14 00:00:00,akt dynamic r3 125,376,SKU-018,100.0,fuzzy,phone:573185416043,85ddb63d-05bb-520c-8796-21fc7b5d9c87,False,,1.0,,5590000.0,11290000.0,credito,,soat,False,False
