lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania,nombre_normalizado,telefono_normalizado,email_normalizado,ciudad_normalizada,canal_normalizado,estado_normalizado,fecha_registro_normalizada,fecha_primer_contacto_normalizada,modelo_texto_normalizado,source_row_number,motorcycle_sku,model_match_confidence,model_match_method,customer_key,customer_id,is_duplicate,duplicate_group_id,duplicate_confidence,duplicate_reason,precio_lista,initial_payment,payment_method,intent,main_objection,requested_appointment,requested_quote
LD-00260,04/09/2026 09:29,Meta Ads,EMP-01,PV-003,Mónica Restrepo Rodríguez,304-005-4315,monica.restrepo96@outlook.com,Bello,,Descartado,2026-09-04 11:29:00,Agosto Cero Cuotas,monica restrepo rodriguez,573040054315,monica.restrepo96@outlook.com,bello,meta ads,descartado,2026-09-04 09:29:00,2026-09-04 11:29:00,,260,,0.0,none,phone:573040054315,ace50794-56a6-5267-bb65-77b6bd6d7dd3,False,,1.0,,,,,,,False,False
LD-00261,2026-08-22 08:25:00,META ADS,EMP-01,PV-005,Marcela Restrepo Herrera,3017162127,,Medellin,Hero Eco,Cotización enviada,,,marcela restrepo herrera,573017162127,,medellin,meta ads,cotizacion enviada,2026-08-22 08:25:00,,hero eco,261,,54.54545454545455,unmatched,phone:573017162127,afe9f774-ddb3-5943-8a53-f5ba1d693a96,False,,1.0,,,,,,,False,False
LD-00262,2026-08-12 09:46:00,Formulario Web,EMP-03,PV-012,María Fernanda Quintero Betancur,3511424907,,Bogota DC,HONDA XRE 300,Cotización enviada,13/08/2026 03:46,Agosto Cero Cuotas,maria fernanda quintero betancur,573511424907,,bogota dc,formulario web,cotizacion enviada,2026-08-12 09:46:00,2026-08-13 03:46:00,honda xre 300,262,SKU-006,100.0,fuzzy,phone:573511424907,f3ea6676-9f06-5b94-bde5-b12b106675a8,True,f3ea6676-9f06-5b94-bde5-b12b106675a8,1.0,same_phone_or_email,22900000.0,,,,,False,False
LD-00263,27/08/2026 01:04,whatsapp,EMP-02,PV-007,ERIKA JIMÉNEZ RODRÍGUEZ,3139690640,,Soledad,Honda Dio 110,Cotización enviada,2026-08-29 01:04:00,Agosto Cero Cuotas,erika jimenez rodriguez,573139690640,,soledad,whatsapp,cotizacion enviada,2026-08-27 01:04:00,2026-08-29 01:04:00,honda dio 110,263,SKU-005,100.0,fuzzy,phone:573139690640,38ed3f66-2d7c-5ee7-b4c8-7b156f9ba5b3,True,38ed3f66-2d7c-5ee7-b4c8-7b156f9ba5b3,1.0,same_phone_or_email,6890000.0,,,,,False,False
LD-00264,08/19/2026 00:12,WhatsApp,EMP-01,PV-004,MARÍA FERNANDA AGUDELO OSPINA,3514820760,,Rionegro,AKT Evo RS 150,No contesta,19/08/2026 18:12,,maria fernanda agudelo ospina,573514820760,,rionegro,whatsapp,no contesta,2026-08-19 00:12:00,2026-08-19 18:12:00,akt evo rs 150,264,SKU-020,100.0,fuzzy,phone:573514820760,33334ba5-e491-5706-abd6-93d7f8bb764d,False,,1.0,,7190000.0,,,,,False,False
LD-00265,2026-08-25T01:59:00,Meta Ads,EMP-03,PV-013,ANDRÉS FELIPE HERRERA VALENCIA,313-387-4980,,Bogota,,En proceso,29-08-2026,Prima Extra,andres felipe herrera valencia,573133874980,,bogota,meta ads,en proceso,2026-08-25 01:59:00,2026-08-29 00:00:00,,265,,0.0,none,phone:573133874980,8b1951d5-cd3b-5e08-976b-2125b4e954a7,True,8b1951d5-cd3b-5e08-976b-2125b4e954a7,1.0,same_phone_or_email,,,,,,False,False
LD-00266,16/08/2026 05:26,WhatsApp,EMP-03,PV-011,HÉCTOR ARIAS GIRALDO,313 998 0101,hector.arias78@outlook.com,Bogota DC,Suzuki  V-Strom 250,En proceso,08/16/2026 09:26,,hector arias giraldo,573139980101,hector.arias78@outlook.com,bogota dc,whatsapp,en proceso,2026-08-16 05:26:00,2026-08-16 09:26:00,suzuki v-strom 250,266,SKU-015,100.0,fuzzy,phone:573139980101,1770f08d-e885-5a42-8448-2d2fa561559a,False,,1.0,,21900000.0,,,,,False,False
LD-00267,2026-08-26T07:02:00,Formulario Web,EMP-02,PV-010,  Erika Cardona Cardona  ,320-280-4558,erika.cardona4@hotmail.com,Montería,hero xpulse 200,No contesta,08/28/2026 07:02,Remate Modelos 2025,erika cardona cardona,573202804558,erika.cardona4@hotmail.com,monteria,formulario web,no contesta,2026-08-26 07:02:00,2026-08-28 07:02:00,hero xpulse 200,267,SKU-023,100.0,fuzzy,phone:573202804558,60ac6371-f5d9-57aa-a0d1-706490efbcd8,False,,1.0,,14990000.0,,,,,False,False
LD-00268,15/08/2026 01:07,Meta Ads,EMP-03,PV-012,JUAN CARLOS OSORIO RESTREPO,312-843-3832,,Bogotá D.C.,CB 190R,Descartado,2026-08-16 07:07:00,Agosto Cero Cuotas,juan carlos osorio restrepo,573128433832,,bogota,meta ads,descartado,2026-08-15 01:07:00,2026-08-16 07:07:00,cb 190r,268,SKU-003,100.0,exact,phone:573128433832,4e2c0935-fed2-5e30-9c40-c383aea86a1a,False,,1.0,,13990000.0,,,,,False,False
LD-00269,14-08-2026,Formulario Web,EMP-01,PV-005,N. Pérez Gómez,+57 301 5300496,natalia.perez39@outlook.com,Medellín,Hero Dash 110 2026,Contactado,2026-08-15 08:12:00,Remate Modelos 2025,n. perez gomez,573015300496,natalia.perez39@outlook.com,medellin,formulario web,contactado,2026-08-14 00:00:00,2026-08-15 08:12:00,hero dash 110 2026,269,SKU-024,100.0,fuzzy,phone:573015300496,0d770152-3be8-5489-91cd-486aaca96c35,True,0d770152-3be8-5489-91cd-486aaca96c35,1.0,same_phone_or_email,6290000.0,,credito,,soat,False,False
LD-00270,08-08-2026,WhatsApp,EMP-03,PV-014,Luisa Castaño Quintero, 3145560697 ,luisa.castano21@yahoo.es,Bogotá D.C.,Suzuki GN,Sin gestión,,Retoma tu moto,luisa castano quintero,573145560697,luisa.castano21@yahoo.es,bogota,whatsapp,sin gestion,2026-08-08 00:00:00,,suzuki gn,270,,50.0,unmatched,phone:573145560697,d2dd4f7c-d784-5ae7-bee7-4da812d76486,False,,1.0,,,,,,,False,False
LD-00271,2026-08-20 18:16:00,Formulario Web,EMP-01,PV-001,  Diana Carolina Betancur Valencia  ,(316) 417-2845,diana.betancur3@gmail.com,medellin,Gixxer 150,En proceso,,Agosto Cero Cuotas,diana carolina betancur valencia,573164172845,diana.betancur3@gmail.com,medellin,formulario web,en proceso,2026-08-20 18:16:00,,gixxer 150,271,SKU-014,100.0,exact,phone:573164172845,3399b347-13aa-5c81-8831-976202f7b2aa,False,,1.0,,11990000.0,,,,,False,False
LD-00272,09/08/2026 02:42,Meta Ads,EMP-02,PV-010,Freddy Zapata Valencia,573211588905,,Montería,Suzuki,Contactado,09-08-2026,Remate Modelos 2025,freddy zapata valencia,573211588905,,monteria,meta ads,contactado,2026-08-09 02:42:00,2026-08-09 00:00:00,suzuki,272,,26.66666666666667,unmatched,phone:573211588905,4958fecc-f64d-5d69-9207-e9ecc34cf30a,False,,1.0,,,,credito,,soat,False,False
LD-00273,2026-08-20 09:18:00,WhatsApp,EMP-01,PV-001,Leidy Johana Herrera Ramírez,3500942394,leidy.herrera95@outlook.com,MEDELLIN,suzuki gn 125,Contactado,20/08/2026 13:18,,leidy johana herrera ramirez,573500942394,leidy.herrera95@outlook.com,medellin,whatsapp,contactado,2026-08-20 09:18:00,2026-08-20 13:18:00,suzuki gn 125,273,SKU-013,100.0,fuzzy,phone:573500942394,f38096b2-3348-51c1-ae9e-06b04d37e6b6,True,f38096b2-3348-51c1-ae9e-06b04d37e6b6,1.0,same_phone_or_email,7490000.0,24900000.0,credito,,cuota,False,True
LD-00274,2026-08-29 01:46:00,Meta Ads,EMP-01,PV-003,Freddy Franco Pérez,315 795 9796,freddy.franco91@outlook.com,Bello,V-Strom 250,Contactado,2026-08-29T07:46:00,Prima Extra,freddy franco perez,573157959796,freddy.franco91@outlook.com,bello,meta ads,contactado,2026-08-29 01:46:00,2026-08-29 07:46:00,v-strom 250,274,SKU-015,100.0,exact,phone:573157959796,73746d9c-7bab-554f-a768-cf2ea22455e6,False,,1.0,,21900000.0,,,,,False,False
LD-00275,2026-08-18 11:49:00,WhatsApp,EMP-01,PV-002,  Paula Andrea Pérez Betancur  , 3050348840 ,paula.perez92@outlook.com,Itagüí,Bajaj Pulsar NS 125,Sin gestión,,Prima Extra,paula andrea perez betancur,573050348840,paula.perez92@outlook.com,itagui,whatsapp,sin gestion,2026-08-18 11:49:00,,bajaj pulsar ns 125,275,SKU-008,100.0,fuzzy,phone:573050348840,6a3a9005-5124-5572-b138-9980d78e2c77,False,,1.0,,8990000.0,,,,,False,False
LD-00276,2026-08-01T17:16:00,Meta Ads,EMP-01,PV-005,  Duván Quintero Restrepo  ,301 688 9392,duvan.quintero31@gmail.com,Medellín ,Bajaj Boxer CT 100,Sin gestión,,,duvan quintero restrepo,573016889392,duvan.quintero31@gmail.com,medellin,meta ads,sin gestion,2026-08-01 17:16:00,,bajaj boxer ct 100,276,SKU-007,100.0,fuzzy,phone:573016889392,ad827a2b-9636-5223-b7ef-8dedb4b03a74,False,,1.0,,5790000.0,7490000.0,credito,,cuota,False,True
LD-00277,2026-08-27 14:11:00,WhatsApp,EMP-01,PV-001,DIANA CAROLINA OSORIO BETANCUR,350 281 2875,,Medellin,Suzuki Best,Contactado,08/28/2026 02:11,,diana carolina osorio betancur,573502812875,,medellin,whatsapp,contactado,2026-08-27 14:11:00,2026-08-28 02:11:00,suzuki best,277,,66.66666666666666,unmatched,phone:573502812875,b6205975-db5f-58ed-a3d2-6bbb96c01dfb,False,,1.0,,,13990000.0,credito,,soat,True,False
LD-00278,2026-08-26 14:19:00,Meta Ads,EMP-01,PV-005,Diana Carolina Jiménez Ramírez,3011964371,diana.jimenez91@outlook.com,MEDELLIN,Heroo Xpulse 200,Contactado,08/27/2026 02:19,,diana carolina jimenez ramirez,573011964371,diana.jimenez91@outlook.com,medellin,meta ads,contactado,2026-08-26 14:19:00,2026-08-27 02:19:00,heroo xpulse 200,278,SKU-023,100.0,fuzzy,phone:573011964371,6fa8b3f5-c08a-543a-b794-1a1ecc128401,False,,1.0,,14990000.0,,credito,,soat,False,False
LD-00279,2026-08-09 16:39:00,WHATSAPP,EMP-02,PV-007,JULIÁN OSPINA HERNÁNDEZ,3105208211,julian.ospina42@outlook.com,Soledad,Honda CB 190R 2026,Contactado,2026-08-09T20:39:00,Feria de Motos 2026,julian ospina hernandez,573105208211,julian.ospina42@outlook.com,soledad,whatsapp,contactado,2026-08-09 16:39:00,2026-08-09 20:39:00,honda cb 190r 2026,279,SKU-003,100.0,fuzzy,phone:573105208211,aff9fc0d-2a28-55eb-8004-dc072dc72a14,True,aff9fc0d-2a28-55eb-8004-dc072dc72a14,1.0,same_phone_or_email,13990000.0,5590000.0,credito,media,soat,False,False
LD-00280,06/09/2026 06:10,FORMULARIO WEB,EMP-03,PV-011,Liliana Rodríguez Bedoya,315 780 3802,liliana.rodriguez12@hotmail.com,Bogotá,Bajaj Boxer CT 100,Cotización enviada,2026-09-07 06:10:00,,liliana rodriguez bedoya,573157803802,liliana.rodriguez12@hotmail.com,bogota,formulario web,cotizacion enviada,2026-09-06 06:10:00,2026-09-07 06:10:00,bajaj boxer ct 100,280,SKU-007,100.0,fuzzy,phone:573157803802,aa7610a9-0839-514d-84da-805af4ad2d81,False,,1.0,,5790000.0,13990000.0,credito,media,soat,False,False
LD-00281,26-08-2026,WhatsApp,EMP-03,PV-011,Óscar David Bedoya Herrera, 3107716253 ,oscar.bedoya53@hotmail.com,Bogotá,Honda  CB 190R,Sin gestión,,Retoma tu moto,oscar david bedoya herrera,573107716253,oscar.bedoya53@hotmail.com,bogota,whatsapp,sin gestion,2026-08-26 00:00:00,,honda cb 190r,281,SKU-003,100.0,fuzzy,phone:573107716253,1a815e49-2038-548a-ba36-3fdcb937d85f,False,,1.0,,13990000.0,,credito,media,soat,False,False
LD-00282,2026-09-04 01:29:00,WhatsApp,EMP-03,PV-013,Juan Carlos Osorio Mosquera,+57 302 2081077,juan.osorio8@gmail.com,BOGOTA,honda dio 110,Sin gestión,,,juan carlos osorio mosquera,573022081077,juan.osorio8@gmail.com,bogota,whatsapp,sin gestion,2026-09-04 01:29:00,,honda dio 110,282,SKU-005,100.0,fuzzy,phone:573022081077,5fab5add-7a76-5151-9373-b20c10ac4960,True,5fab5add-7a76-5151-9373-b20c10ac4960,1.0,same_phone_or_email,6890000.0,,,,,False,False
LD-00283,19-08-2026,whatsapp,EMP-01,PV-005,PAULA ANDREA LONDOÑO GIRALDO,3143782648,,Medellin,Dominar 400,Contactado,20/08/2026 08:31,,paula andrea londono giraldo,573143782648,,medellin,whatsapp,contactado,2026-08-19 00:00:00,2026-08-20 08:31:00,dominar 400,283,SKU-011,100.0,exact,phone:573143782648,0a416ffc-7531-5231-884f-b99ff493ce5c,False,,1.0,,24900000.0,,,,,False,False
LD-00284,08/31/2026 08:00,WhatsApp,EMP-03,PV-014,WILMAR CASTAÑO RODRÍGUEZ,3104824081,wilmar.castano52@outlook.com,Bogotá D.C.,,contactado,2026-09-04 08:00:00,,wilmar castano rodriguez,573104824081,wilmar.castano52@outlook.com,bogota,whatsapp,contactado,2026-08-31 08:00:00,2026-09-04 08:00:00,,284,,0.0,none,phone:573104824081,48cdff1f-f482-5bd7-a100-6374a7f2e1fa,True,48cdff1f-f482-5bd7-a100-6374a7f2e1fa,1.0,same_phone_or_email,,,,,,False,False
LD-00285,2026-08-10 02:50:00,Meta Ads,EMP-02,PV-006,  Héctor Gómez Marín  ,311 696 8996,hector.gomez43@outlook.com,B/quilla,Honda XRE 300,Sin gestión,,Prima Extra,hector gomez marin,573116968996,hector.gomez43@outlook.com,b/quilla,meta ads,sin gestion,2026-08-10 02:50:00,,honda xre 300,285,SKU-006,100.0,fuzzy,phone:573116968996,07d32486-e58a-593c-bbc2-c37011764159,False,,1.0,,22900000.0,,credito,,soat,False,False
LD-00286,08/03/2026 19:45,Formulario Web,EMP-02,PV-010,Yesenia Vargas Valencia, 3507508335 ,yesenia.vargas50@outlook.com,MONTERIA,Suzuki Gixxer 150 2026,SIN GESTION,,Agosto Cero Cuotas,yesenia vargas valencia,573507508335,yesenia.vargas50@outlook.com,monteria,formulario web,sin gestion,2026-03-08 19:45:00,,suzuki gixxer 150 2026,286,SKU-014,100.0,fuzzy,phone:573507508335,11cbedb1-34d9-5b18-809b-8b7e74cddceb,False,,1.0,,11990000.0,7490000.0,credito,,cuota,False,True
LD-00287,2026-08-22 06:06:00,Formulario Web,EMP-03,PV-013,Luz Marina Londoño Londoño,3229803859,,Bogotá D.C.,Suzuki,En proceso,23-08-2026,Prima Extra,luz marina londono londono,573229803859,,bogota,formulario web,en proceso,2026-08-22 06:06:00,2026-08-23 00:00:00,suzuki,287,,26.66666666666667,unmatched,phone:573229803859,8618c689-31e0-5766-bb3e-05bcb078273e,False,,1.0,,,,credito,,soat,False,False
LD-00288,2026-08-17 19:32:00,WhatsApp,EMP-02,PV-006,Erika Gómez Castaño,(314) 664-6339,erika.gomez67@gmail.com,,Honda Dio 110,En proceso,2026-08-19T01:32:00,Remate Modelos 2025,erika gomez castano,573146646339,erika.gomez67@gmail.com,,whatsapp,en proceso,2026-08-17 19:32:00,2026-08-19 01:32:00,honda dio 110,288,SKU-005,100.0,fuzzy,phone:573146646339,943c6ad7-1e9a-5a53-adee-48e5c215f0dc,False,,1.0,,6890000.0,8990000.0,credito,,soat,False,False
LD-00289,30/08/2026 10:44,WhatsApp,EMP-01,PV-005,ALEXANDER CORREA VALENCIA,350 549 7425,,Medellín ,AKT  Dynamic R3 125,Sin gestión,,Prima Extra,alexander correa valencia,573505497425,,medellin,whatsapp,sin gestion,2026-08-30 10:44:00,,akt dynamic r3 125,289,SKU-018,100.0,fuzzy,phone:573505497425,23b223b2-7624-5e41-85dd-8e10f5bf3daf,False,,1.0,,5590000.0,,,,,False,False
LD-00290,2026-08-13T19:06:00,WhatsApp,EMP-03,PV-014,Jorge Iván Valencia Restrepo,3001777144,jorge.valencia27@hotmail.com,BOGOTA,akt ttr 200,Descartado,08/17/2026 19:06,,jorge ivan valencia restrepo,573001777144,jorge.valencia27@hotmail.com,bogota,whatsapp,descartado,2026-08-13 19:06:00,2026-08-17 19:06:00,akt ttr 200,290,SKU-019,100.0,fuzzy,phone:573001777144,0c52ccd9-5a31-5a12-a2c1-11e4b63578d4,False,,1.0,,9890000.0,,,,,False,False
LD-00291,2026-08-03 17:18:00,Formulario Web,EMP-01,PV-004,ÉDINSON MARÍN RESTREPO,+57 304 1010117,edinson.marin37@gmail.com,Rio Negro,bajaj pulsar rs 200,contactado,2026-08-04T05:18:00,,edinson marin restrepo,573041010117,edinson.marin37@gmail.com,rio negro,formulario web,contactado,2026-08-03 17:18:00,2026-08-04 05:18:00,bajaj pulsar rs 200,291,SKU-010,100.0,fuzzy,phone:573041010117,9c40e916-342c-54ca-9e2c-298d0c3148a4,False,,1.0,,15490000.0,6290000.0,credito,,cuota,False,True
LD-00292,2026-08-27 14:44:00,FORMULARIO WEB,EMP-01,PV-002,Sandra Milena Salazar Restrepo,+57 314 4567955,sandra.salazar65@gmail.com,ITAGUI,Heroo Dash 110,No contesta,27-08-2026,Retoma tu moto,sandra milena salazar restrepo,573144567955,sandra.salazar65@gmail.com,itagui,formulario web,no contesta,2026-08-27 14:44:00,2026-08-27 00:00:00,heroo dash 110,292,SKU-024,100.0,fuzzy,phone:573144567955,d26371ab-9e26-56d1-be1a-ee1d04d4e71b,False,,1.0,,6290000.0,,,,,False,False
LD-00293,05-08-2026,WhatsApp,EMP-02,PV-006,JUAN CARLOS GÓMEZ CASTAÑO,3223188528,,BARRANQUILLA,BAJAJ DOMINAR 400,Contactado,08/05/2026 23:47,Prima Extra,juan carlos gomez castano,573223188528,,barranquilla,whatsapp,contactado,2026-08-05 00:00:00,2026-05-08 23:47:00,bajaj dominar 400,293,SKU-011,100.0,fuzzy,phone:573223188528,9d989bc3-a4d5-543f-ba4a-a5e70af396b2,False,,1.0,,24900000.0,11990000.0,credito,,soat,False,False
LD-00294,08/07/2026 20:31,Meta Ads,EMP-01,PV-001,Estefanía Castaño,320 895 0842,estefania.castano97@outlook.com,Medellín,Hero Dash 110,Contactado,2026-08-07 21:31:00,Prima Extra,estefania castano,573208950842,estefania.castano97@outlook.com,medellin,meta ads,contactado,2026-07-08 20:31:00,2026-08-07 21:31:00,hero dash 110,294,SKU-024,100.0,fuzzy,phone:573208950842,4290bddf-eea2-5e24-9b6c-26851b0233c6,True,4290bddf-eea2-5e24-9b6c-26851b0233c6,1.0,same_phone_or_email,6290000.0,,,,,False,False
LD-00295,08/09/2026 06:24,WhatsApp,EMP-03,PV-011,  Jhon Jairo Marín Hernández  ,301 432 8288,jhon.marin74@yahoo.es,Bogotá,Bajaj Pulsar NS 160,En proceso,09/08/2026 12:24,Retoma tu moto,jhon jairo marin hernandez,573014328288,jhon.marin74@yahoo.es,bogota,whatsapp,en proceso,2026-09-08 06:24:00,2026-08-09 12:24:00,bajaj pulsar ns 160,295,SKU-009,100.0,fuzzy,phone:573014328288,7d33451d-26be-520e-90aa-6648159b5423,False,,1.0,,11290000.0,10490000.0,credito,media,cuota,False,True
LD-00296,18-08-2026,WhatsApp,EMP-03,PV-014,  Erika Ospina Gómez  , 3200622804 ,,Bogotá D.C.,Hero  Eco Deluxe 100,No contesta,19/08/2026 05:52,Feria de Motos 2026,erika ospina gomez,573200622804,,bogota,whatsapp,no contesta,2026-08-18 00:00:00,2026-08-19 05:52:00,hero eco deluxe 100,296,SKU-021,100.0,fuzzy,phone:573200622804,6b96504f-3c77-5e94-b287-a7e9b2d0dfb1,False,,1.0,,4990000.0,,,,,False,False
LD-00297,26/08/2026 19:21,WhatsApp,EMP-03,PV-014,CLAUDIA PATRICIA MARÍN OSPINA,3114989566,claudia.marin97@outlook.com,BOGOTA,suzuki gixxer 150,contactado,2026-08-26 20:21:00,,claudia patricia marin ospina,573114989566,claudia.marin97@outlook.com,bogota,whatsapp,contactado,2026-08-26 19:21:00,2026-08-26 20:21:00,suzuki gixxer 150,297,SKU-014,100.0,fuzzy,phone:573114989566,da509d43-3b8c-5da5-a5a6-c5e29f3d6b64,False,,1.0,,11990000.0,,,,,False,False
LD-00298,2026-09-08T10:53:00,FORMULARIO WEB,EMP-03,PV-012,Sebastián Arias Gómez,313-034-7353,,Bogotá D.C.,HERO XPULSE 200,Cotización enviada,11/09/2026 10:53,Retoma tu moto,sebastian arias gomez,573130347353,,bogota,formulario web,cotizacion enviada,2026-09-08 10:53:00,2026-09-11 10:53:00,hero xpulse 200,298,SKU-023,100.0,fuzzy,phone:573130347353,c9e91cc9-569c-52a2-8964-3fb93a0a9c89,False,,1.0,,14990000.0,,,,,False,False
LD-00299,2026-08-27 09:06:00,formulario web,EMP-02,PV-009,Héctor Ramírez Restrepo,3014791258,,Sta Marta,HONDA CB 125F TWISTER,Descartado,27/08/2026 13:06,Prima Extra,hector ramirez restrepo,573014791258,,santa marta,formulario web,descartado,2026-08-27 09:06:00,2026-08-27 13:06:00,honda cb 125f twister,299,SKU-001,100.0,fuzzy,phone:573014791258,9d036cae-fac1-5f95-a631-6a338cebc0ad,False,,1.0,,7990000.0,7490000.0,credito,,soat,False,False
LD-00300,2026-09-06 06:48:00,WhatsApp,EMP-02,PV-010,  Cristian Muñoz Londoño  ,573163060372,cristian.munoz31@outlook.com,MONTERIA,Honda Navi,Sin gestión,,Feria de Motos 2026,cristian munoz londono,573163060372,cristian.munoz31@outlook.com,monteria,whatsapp,sin gestion,2026-09-06 06:48:00,,honda navi,300,SKU-004,100.0,fuzzy,phone:573163060372,e81aee43-b06b-5dc4-9314-4e4cc3d7a064,False,,1.0,,7290000.0,,credito,media,precio,False,True
LD-00301,2026-08-11T20:30:00,WHATSAPP,EMP-03,PV-011,  Sandra Milena Torres Salazar  , 3000888148 ,,bogotá,AKT TTR 200,Descartado,08/12/2026 20:30,Feria de Motos 2026,sandra milena torres salazar,573000888148,,bogota,whatsapp,descartado,2026-08-11 20:30:00,2026-12-08 20:30:00,akt ttr 200,301,SKU-019,100.0,fuzzy,phone:573000888148,6d0ef8b9-84ec-590d-89f3-731f3f1df8a1,False,,1.0,,9890000.0,,,,,False,False
LD-00302,09/08/2026 12:37,WHATSAPP,EMP-02,PV-010,Luisa Ospina Marín,+57 351 5329917,luisa.ospina34@yahoo.es,Monteria,Honda Navi 2026,Sin gestión,,Prima Extra,luisa ospina marin,573515329917,luisa.ospina34@yahoo.es,monteria,whatsapp,sin gestion,2026-08-09 12:37:00,,honda navi 2026,302,SKU-004,100.0,fuzzy,phone:573515329917,b6c977cf-bd2a-5a8e-ab6d-5d65a1bbbcf2,True,b6c977cf-bd2a-5a8e-ab6d-5d65a1bbbcf2,1.0,same_phone_or_email,7290000.0,7190000.0,credito,,soat,False,False
LD-00303,02-09-2026,WhatsApp,EMP-03,PV-013,Vanessa Marín Valencia,(322) 901-9406,,,AKT Evo RS 150 2026,sin gestion,,Agosto Cero Cuotas,vanessa marin valencia,573229019406,,,whatsapp,sin gestion,2026-09-02 00:00:00,,akt evo rs 150 2026,303,SKU-020,100.0,fuzzy,phone:573229019406,8c4425ea-9030-5a5d-8909-33a4741e7794,False,,1.0,,7190000.0,,,,,False,False
LD-00304,11-08-2026,WhatsApp,EMP-03,PV-013,Adriana Agudelo Pérez,3155142977,,bogotá,Honda Navi,En proceso,2026-08-11T17:11:00,Feria de Motos 2026,adriana agudelo perez,573155142977,,bogota,whatsapp,en proceso,2026-08-11 00:00:00,2026-08-11 17:11:00,honda navi,304,SKU-004,100.0,fuzzy,phone:573155142977,a74ea7c1-4569-56c3-8976-5f118e932804,False,,1.0,,7290000.0,,credito,media,precio,False,True
LD-00305,2026-08-16 14:24:00,WhatsApp,EMP-01,PV-005,  Yesenia Cardona Jiménez  ,322 369 1818,yesenia.cardona7@outlook.com,Medellín,Bajaj Boxer CT 100,En proceso,2026-08-16 20:24:00,Remate Modelos 2025,yesenia cardona jimenez,573223691818,yesenia.cardona7@outlook.com,medellin,whatsapp,en proceso,2026-08-16 14:24:00,2026-08-16 20:24:00,bajaj boxer ct 100,305,SKU-007,100.0,fuzzy,phone:573223691818,2f9f4a53-3e90-56e9-8bba-c51d92e0ac71,False,,1.0,,5790000.0,,,,,False,False
LD-00306,2026-08-21 08:11:00,WhatsApp,EMP-01,PV-004,DIANA CAROLINA HERNÁNDEZ OSPINA,320-212-1419,,RIONEGRO,akt nkd 125,Contactado,2026-08-21T14:11:00,Remate Modelos 2025,diana carolina hernandez ospina,573202121419,,rionegro,whatsapp,contactado,2026-08-21 08:11:00,2026-08-21 14:11:00,akt nkd 125,306,SKU-017,100.0,fuzzy,phone:573202121419,d9145eb6-098f-5149-8e54-4cab754dc5fc,False,,1.0,,5290000.0,,credito,media,soat,False,False
LD-00307,07/09/2026 01:34,WhatsApp,EMP-01,PV-003,Adriana Torres Castaño,3516260514,adriana.torres77@yahoo.es,Bello,,Sin gestión,,Agosto Cero Cuotas,adriana torres castano,573516260514,adriana.torres77@yahoo.es,bello,whatsapp,sin gestion,2026-09-07 01:34:00,,,307,,0.0,none,phone:573516260514,470c29fc-0d18-5340-99e0-bb351ea47ab5,False,,1.0,,,,,,,False,False
LD-00308,2026-08-11 08:46:00,WhatsApp,EMP-02,PV-006,  María Fernanda Jiménez Franco  , 3213715574 ,,barranquilla,,Contactado,11/08/2026 10:46,Retoma tu moto,maria fernanda jimenez franco,573213715574,,barranquilla,whatsapp,contactado,2026-08-11 08:46:00,2026-08-11 10:46:00,,308,,0.0,none,phone:573213715574,2b94c5ba-b29e-52ee-9d44-96e79a3f8be7,True,2b94c5ba-b29e-52ee-9d44-96e79a3f8be7,1.0,same_phone_or_email,,,,,,False,False
LD-00309,31-08-2026,FORMULARIO WEB,EMP-02,PV-008,  Erika Escobar Escobar  ,310 562 8058,erika.escobar72@hotmail.com,CARTAGENA,Hero Eco Deluxe 100 2026,Contactado,09/03/2026 07:04,Feria de Motos 2026,erika escobar escobar,573105628058,erika.escobar72@hotmail.com,cartagena,formulario web,contactado,2026-08-31 00:00:00,2026-03-09 07:04:00,hero eco deluxe 100 2026,309,SKU-021,100.0,fuzzy,phone:573105628058,559deb23-8dc1-52fb-9ccc-8a6b4b53908d,False,,1.0,,4990000.0,,,,,False,False
LD-00310,2026-08-06 18:44:00,WHATSAPP,EMP-03,PV-014,  Yesenia Muñoz Jiménez  ,3130070563,yesenia.munoz62@gmail.com,Bogota,Bajaj Pulsar RS 200,Sin gestión,,Remate Modelos 2025,yesenia munoz jimenez,573130070563,yesenia.munoz62@gmail.com,bogota,whatsapp,sin gestion,2026-08-06 18:44:00,,bajaj pulsar rs 200,310,SKU-010,100.0,fuzzy,phone:573130070563,0c6e16e0-2ce8-5936-9fbf-bf05e4d5b28c,False,,1.0,,15490000.0,,,,,False,False
LD-00311,2026-08-06 11:32:00,WhatsApp,EMP-03,PV-015,Wilmar Castaño Salazar,3118536746,wilmar.castano83@gmail.com,SOACHA,BAJAJ PULSAR NS 160,Sin gestión,,,wilmar castano salazar,573118536746,wilmar.castano83@gmail.com,soacha,whatsapp,sin gestion,2026-08-06 11:32:00,,bajaj pulsar ns 160,311,SKU-009,100.0,fuzzy,phone:573118536746,6004ee53-1385-5d15-ac7c-a8472aae253c,False,,1.0,,11290000.0,,,,,False,False
